,Catalog No.,Product Name,Clinical Research Yes/NO,FDA Approved Yes/No,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Compound ID,Well,Rack,Barcode,CID
322,S2842,SAR131675,,,358.39,1433953-83-3,free base,VEGFR,"SAR131675 is a VEGFR3 inhibitor with IC50/Ki of 23 nM/12 nM, about 50- and 10-fold more selective for VEGFR3 than VEGFR1/2, little activity against Akt1, CDKs, PLK1, EGFR, IGF-1R, c-Met, Flt2 etc.",C12C(N(C(=C(C1=O)C(NC)=O)N)CC)=NC(=CC=2)C#C[C@](O)(C)COC,83,http://www.selleckchem.com/products/sar131675.html,Protein Tyrosine Kinase,K06444a,F1,L1200-4,0187172088,71295845
323,S8007,VE-821,,,368.41,1232410-49-9,free base,ATM/ATR,"VE-821 is a potent and selective ATP competitive inhibitor of ATR with Ki/IC50 of 13 nM/26 nM, shows inhibition of H2AX phosphorylation, minimal activity against PIKKs ATM, DNA-PK, mTOR and PI3Kγ.",C1(C(=NC=C(N=1)C2C=CC(=CC=2)S(=O)(=O)C)N)C(=O)NC3C=CC=CC=3,200,http://www.selleckchem.com/products/ve-821.html,DNA Damage,K06449a,F10,L1200-4,0187172097,51000408
324,S8036,Butein,,,272.25,487-52-5,free base,EGFR,"Butein, a plant polyphenol isolated from <i>Rhus verniciflua</i>, is able to inhibit the activation of protein tyrosine kinase, NF-κB and STAT3, also inhibits EGFR",C1(=C(C=C(C=C1)O)O)C(/C=C/C2=CC(=C(C=C2)O)O)=O,10,https://www.selleckchem.com/products/butein.html,Protein Tyrosine Kinase,K06456a,F11,L1200-4,0187172098,5281222
325,S2882,IKK-16 (IKK Inhibitor VII),,,483.63,873225-46-8,free base,IκB/IKK,"IKK 16 is a selective IκB kinase (IKK) inhibitor for IKK-2, IKK complex and IKK-1 with IC50 of 40 nM, 70 nM and 200 nM, respectively.",C1(C=CC(=CC=1)NC2N=C(C=CN=2)C3=CC4C(S3)=CC=CC=4)C(=O)N5CCC(CC5)N6CCCC6,200,http://www.selleckchem.com/products/ikk-16.html,NF-κB,K00596c,F2,L1200-4,0187172089,9549298
326,S2904,PF-477736,Yes,,419.48,952021-60-2,free base,Chk,"PF-477736 is a selective, potent and ATP-competitive Chk1 inhibitor with Ki of 0.49 nM and also inhibits VEGFR2, Aurora-A, FGFR3, Flt3, Fms (CSF1R), Ret and Yes. It shows ~100-fold selectivity for Chk1 than Chk2. Phase 1. ",C1=C(C=C2C3=C1C(NN=CC(=C(N2)C4C=NN(C=4)C)3)=O)NC([C@@H](C5CCCCC5)N)=O,14,http://www.selleckchem.com/products/pf-477736.html,Cell Cycle,K06246b,F3,L1200-4,0187172090,135565545
327,S4907,SC-514,,,224.3,354812-17-2,free base,IκB/IKK,"SC-514 is an orally active, ATP-competitive IKK-2 inhibitor with IC50 of 3-12 μM, blocks NF-κB-dependent gene expression, does not inhibit other IKK isoforms or other serine-threonine and tyrosine kinases.",C1(=CC(=C(S1)C(=O)N)N)C2=CSC=C2,200,http://www.selleckchem.com/products/sc-514.html,NF-κB,K06455a,F4,L1200-4,0187172091,2807869
328,S7018,CZC24832,,,364.4,1159824-67-5,free base,PI3K,"CZC24832 is the first selective PI3Kγ inhibitor with IC50 of 27 nM, with 10-fold selectivity over PI3Kβ and >100-fold selectivity over PI3Kα and PI3Kδ.",C1(=CN=CC(=C1)C2C=C(C3=NC(=NN(C=2)3)N)F)S(=O)(=O)NC(C)(C)C,13,http://www.selleckchem.com/products/czc24832.html,PI3K/Akt/mTOR,K06473a,F5,L1200-4,0187172092,42623951
329,S7083,LDK378,Yes,,558.14,1032900-25-6,free base,ALK,"LDK378 is potent inhibitor against ALK with IC50 of 0.2 nM, shows 40- and 35-fold selectivity against IGF-1R and InsR, respectively. Phase 2.",C1=CC(=C(C=C1)NC2=C(Cl)C=NC(=N2)NC3=C(C=C(C(=C3)C)C4CCNCC4)OC(C)C)S(C(C)C)(=O)=O,35,http://www.selleckchem.com/products/ldk378.html,Protein Tyrosine Kinase,K05302b,F6,L1200-4,0187172093,57379345
330,S7153,10058-F4,,,249.35,403811-55-2,free base,c-Myc,10058-F4 is a c-Myc inhibitor that specificallly inhibits the c-Myc-Max interaction and prevents transactivation of c-Myc target gene expression.,C1=C(C=CC(=C1)/C=C2\C(NC(S2)=S)=O)CC,200,https://www.selleckchem.com/products/10058-f4.html,Cell Cycle,K06460a,F7,L1200-4,0187172094,1271002
331,S7207,Ro 31-8220 Mesylate,,,553.65,138489-18-6,mesylate,PKC,"Ro 31-8220 is a pan-PKC inhibitor with IC50 of 5 nM, 24 nM, 14 nM, 27 nM, and 24 nM for PKC-α, PKC-βI, PKC-βII, PKC-γ, and PKC-ε, respectively, and also shows potent inhibition against MAPKAP-K1b, MSK1, GSK3β and S6K1.",C1(=C2C(=CC=C1)C(=CN2CCCSC(=N)N)C3C(=O)NC(C(C4=CN(C5=CC=CC=C54)C)=3)=O).CS(=O)(=O)O,180,http://www.selleckchem.com/products/ro-31-8220-mesylate.html,TGF-beta/Smad,K02706b,F8,L1200-4,0187172095,11628205
332,S7319,EHop-016 ,,,430.55,1380432-32-5,free base,Rac,"EHop-016 is a specific Rac GTPase inhibitor with IC50 of 1.1 μM for Rac1, equally potent inhibition for Rac3.",C1(N=C(C=CN=1)NC2C=CC3N(C4C=CC=CC(C(C=2)=3)=4)CC)NCCCN5CCOCC5,199,http://www.selleckchem.com/products/ehop-016.html,Cell Cycle,K06477a,F9,L1200-4,0187172096,51031035
333,S2843,BI-D1870,,,391.42,501437-28-1,free base,S6 Kinase,"BI-D1870 is an ATP-competitive inhibitor of S6 ribosome for RSK1/2/3/4 with IC50 of 31 nM/24 nM/18 nM/15 nM, respectively; 10- to 100-fold selectivity for RSK than MST2, GSK-3β, MARK3, CK1 and Aurora B.",C1(=C(C=C(C=C1F)NC2=NC3=C(C=N2)N(C(C(N3CCC(C)C)C)=O)C)F)O,199,http://www.selleckchem.com/products/bi-d1870.html,PI3K/Akt/mTOR,K04201b,G1,L1200-4,0187172087,25023738
334,S8009,AG-18,,,186.17,118409-57-7,free base,EGFR,AG-18 inhibits EGFR with IC50 of 35 μM.,C1(C=C(C#N)C#N)=CC(=C(C=C1)O)O,198,http://www.selleckchem.com/products/ag-18-tyrphostin-23.html,Protein Tyrosine Kinase,K00063c,G10,L1200-4,0187172078,2052
335,S8040,GDC-0349,Yes,,452.55,1207360-89-1,free base,mTOR,"GDC-0349 is a potent and selective ATP-competitive inhibitor of mTOR with Ki of 3.8 nM, 790-fold inhibitory effect against PI3Kα and other 266 kinases. Phase 1.",N(C(=O)NC1C=CC(=CC=1)C2N=C3C(=C(N=2)N4[C@H](COCC4)C)CCN(C3)C5COC5)CC,201,https://www.selleckchem.com/products/gdc-0349.html,PI3K/Akt/mTOR,K06457a,G11,L1200-4,0187169944,59239165
336,S2890,PF-562271,,,507.49,717907-75-0,free base,FAK,"PF-562271 is a potent, ATP-competitive, reversible inhibitor of FAK with IC50 of 1.5 nM, ~10-fold less potent for Pyk2 than FAK and >100-fold selectivity against other protein kinases, except for some CDKs.",C1=NC(=C(C=C1)CNC2=C(C=NC(=N2)NC3=CC=C4C(=C3)CC(N4)=O)C(F)(F)F)N(C)S(=O)(=O)C,199,http://www.selleckchem.com/products/pf-562271.html,Angiogenesis,K05001b,G2,L1200-4,0187172086,11713159
337,S2911,Go 6983,,,442.51,133053-19-7,free base,PKC,"Go 6983 is a pan-PKC inhibitor against for PKCα, PKCβ, PKCγ and PKCδ with IC50 of 7 nM, 7 nM, 6 nM and 10 nM, respectively; less potent to PKCζ and inactive to PKCμ.",C1(=CC=C2C(=C1)C(=CN2CCCN(C)C)C3C(NC(C=3C4C5=C(C=CC=C5)NC=4)=O)=O)OC,133,http://www.selleckchem.com/products/go-6983.html,TGF-beta/Smad,K02611b,G3,L1200-4,0187172085,3499
338,S5001,Tofacitinib (CP-690550) Citrate,Yes,Yes,504.49,540737-29-9,citrate,JAK,"Tofacitinib citrate (CP-690550 citrate) is a novel inhibitor of JAK3 with IC50 of 1 nM, 20- to 100-fold less potent against JAK2 and JAK1.",N1(=CN=C2C(=C1N(C)[C@H]3CN(CC[C@@H]3C)C(=O)CC#N)C=CN2).C(C(C(O)=O)(CC(=O)O)O)C(O)=O,198,http://www.selleckchem.com/products/CP-690550.html,JAK/STAT,K06393a,G4,L1200-4,0187172084,10174505
339,S7028,IPI-145 (INK1197),Yes,,416.86,1201438-56-3,free base,PI3K,"IPI-145 (INK1197) is a novel and selective PI3K δ/γ inhibitor with Ki and IC50 of 23 pM/243 pM and 1 nM/50 nM, highly selective for PI3K δ/γ than other protein kinases. Phase 2.",C1=CC=C2C(=C1Cl)C(N(C(=C2)[C@H](C)NC3=NC=NC4=C3N=CN4)C5=CC=CC=C5)=O,201,http://www.selleckchem.com/products/ipi-145-ink1197.html,Angiogenesis,K04370b,G5,L1200-4,0187172083,50905713
340,S7093,IPA-3,,,350.45,42521-82-4,free base,PAK,"IPA-3 is a selective non-ATP competitive Pak1 inhibitor with IC50 of 2.5 μM, no inhibition to group II PAKs (PAKs 4-6).",S(SC1C(=CC=C2C=CC=CC=12)O)C3C(=CC=C4C=CC=CC=34)O,199,https://www.selleckchem.com/products/ipa-3.html,Cytoskeletal Signaling,K02689b,G6,L1200-4,0187172082,521106
341,S7158,LY2835219,Yes,,602.7,1231930-82-7,mesylate,CDK,"LY2835219 is a potent and selective inhibitor of CDK4 and CDK6 with IC50 of 2 nM and 10 nM, respectively.",C1(=CC=C(N=C1)NC2=NC(=C(C=N2)F)C3=CC(=C4C(=C3)N(C(=N4)C)C(C)C)F)CN5(CCN(CC5)CC).CS(=O)(=O)O,137,http://www.selleckchem.com/products/ly2835219.html,Cell Cycle,K06462a,G7,L1200-4,0187172081,71576678
342,S7214,Skepinone-L,,,425.42,1221485-83-1,free base,p38 MAPK,Skepinone-L is a selective p38α-MAPK inhibitor with IC50 of 5 nM.,C12C(C(C3C(CC1)=CC=C(C=3)OC[C@@H](CO)O)=O)=CC=C(C=2)NC4C(=CC(=CC=4)F)F,199,http://www.selleckchem.com/products/skepinone-l.html,MAPK,K06478a,G8,L1200-4,0187172080,45279963
343,S7320,TG003,,,249.33,300801-52-9,free base,CDK,"TG003 is a potent and ATP-competitive Cdc2-like kinase (Clk) inhibitor with IC50 of 20 nM, 200 nM, and 15 nM for Clk1, Clk2, and Clk4, respectively. No inhibitory effect on Clk3, SRPK1, SRPK2, or PKC.",C12N(/C(=C/C(C)=O)SC=1C=CC(=C2)OC)CC,24,http://www.selleckchem.com/products/tg003.html,Cell Cycle,K00243d,G9,L1200-4,0187172079,1893668
344,S2845,Semaxanib (SU5416),Yes,,238.28,194413-58-6,free base,VEGFR,"Semaxanib (SU5416) is a potent and selective VEGFR(Flk-1/KDR) inhibitor with IC50 of 1.23 μM, 20-fold more selective for VEGFR than PDGFRβ, lack of activity against EGFR, InsR and FGFR. Phase 3.",C1=CC=C2C(=C1)/C(C(N2)=O)=C/C3NC(=CC=3C)C,92,http://www.selleckchem.com/products/semaxanib-su5416.html,Protein Tyrosine Kinase,K06443a,H1,L1200-4,0187172064,5329098
345,S8015,CEP-32496,Yes,,517.46,1188910-76-0,free base,"CSF-1R,Raf","CEP-32496 is a highly potent inhibitor of BRAF(V600E/WT) and c-Raf with Kd of 14 nM/36 nM and 39 nM, also potent to Abl-1, c-Kit, Ret, PDGFRβ and VEGFR2, respectively; insignificant affinity for MEK-1, MEK-2, ERK-1 and ERK-2. Phase 1/2.",N(C(=O)NC1=NOC(=C1)C(C(F)(F)F)(C)C)C2C=C(C=CC=2)OC3N=CN=C4C=C(C(=CC=34)OC)OC,17,http://www.selleckchem.com/products/cep-32496.html,MAPK,K06451a,H10,L1200-4,0187172073,56846693
346,S8044,BMS-345541,,,255.32,445430-58-0,free base,IκB/IKK,"BMS-345541 is a highly selective inhibitor of the catalytic subunits of IKK-2 and IKK-1 with IC50 of 0.3 μM and 4 μM, respectively.",C1(=CC=C2C(=C1)N3C(C(=N2)NCCN)=NC=C3C)C,35,http://www.selleckchem.com/products/bms-345541.html,NF-κB,K06479a,H11,L1200-4,0187172074,9813758
347,S2893,NU7026,,,281.31,154447-35-5,free base,DNA-PK,"NU7026 is a potent DNA-PK inhibitor with IC50 of 0.23 μM, 60-fold selective for DNA-PK than PI3K and inactive against both ATM and ATR.",C1(OC2=C(C=CC3=C2C=CC=C3)C(C=1)=O)N4CCOCC4,10,http://www.selleckchem.com/products/nu7026.html,DNA Damage,K00019c,H2,L1200-4,0187169942,9860529
348,S2913,BAY 11-7082,,,207.25,19542-67-7,free base,"IκB/IKK,E2 conjugating","BAY 11-7082 is a NF-κB inhibitor, inhibits TNFα-induced IκBα phosphorylation with IC50 of 10 μM.",C1(S(/C=C/C#N)(=O)=O)C=CC(=CC=1)C,197,http://www.selleckchem.com/products/bay-11-7082-bay-11-7821.html,NF-κB,K02645b,H3,L1200-4,0187172066,5353431
349,S5002,Fingolimod (FTY720) HCl,,,343.9,162359-56-0,hydrochloride,S1P Receptor,Fingolimod (FTY720) is a S1P antagonist with IC50 of 0.033 nM.,C1(=CC=C(C=C1)CCCCCCCC)CCC(CO)(N)CO.Cl,200,http://www.selleckchem.com/products/FTY720.html,GPCR & G Protein,K06391a,H4,L1200-4,0187172067,107969
350,S7035,XL388,,,455.5,1251156-08-7,free base,mTOR,"XL388 is a highly potent, selective, ATP-competitive inhibitor of  mTOR with IC50 of 9.9 nM, 1000-fold selectivity over the closely related PI3K kinases.",C1(=NC=C(C=C1)C2=CC=C3C(=C2)CN(CCO3)C(=O)C4=CC=C(C(=C4C)F)S(C)(=O)=O)N,50,http://www.selleckchem.com/products/xl388.html,PI3K/Akt/mTOR,K06475a,H5,L1200-4,0187172068,59604787
351,S7102,VE-822,,,463.55,1232416-25-9,free base,ATM/ATR,VE-822 is an ATR inhibitor with IC50 of 19 nM.,N1=CC(=NC(=C1N)C2=CC(=NO2)C3=CC=C(C=C3)CNC)C4=CC=C(C=C4)S(=O)(=O)C(C)C,77,http://www.selleckchem.com/products/ve-822.html,PI3K/Akt/mTOR,K06487a,H6,L1200-4,0187172069,59472121
352,S7167,SSR128129E,Yes,,346.31,848318-25-2,free base,FGFR,"SSR128129E is an orally-active and allosteric FGFR1 inhibitor with IC50 of 1.9 μM, while not affecting other related RTKs.",C1=CC2N(C(=C(C=2OC)C)C(=O)C3=CC=C(C(=C3)C(O[Na])=O)N)C=C1,199,http://www.selleckchem.com/products/ssr128129e.html,Angiogenesis,K06481a,H7,L1200-4,0187172070,68853159
353,S7253,AZD2858,,,453.52,486424-20-8,free base,GSK-3,"AZD2858 is a selective GSK-3 inhibitor with an IC50 of 68 nM, activating Wnt signaling, increases bone mass in rats.",C1=C(N=C(C(=N1)N)C(=O)NC2=CN=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)C,15,http://www.selleckchem.com/products/azd2858.html,PI3K/Akt/mTOR,K06471a,H8,L1200-4,0187172071,10138980
354,S7397,Sorafenib,Yes,,464.82,284461-73-0,free base,Raf,"Sorafenib is a multikinase inhibitor of Raf-1, B-Raf and VEGFR-2 with IC50 of 6 nM, 22 nM and 90 nM, respectively.",C1(C(F)(F)F)C(=CC=C(NC(NC2C=CC(OC3C=C(C(=O)NC)N=CC=3)=CC=2)=O)C=1)Cl,200,http://www.selleckchem.com/products/sorafenib.html,MAPK,K00597c,H9,L1200-4,0187169937,216239
